huc12,Datetime,prcp_sum,prcp_max_1day,prcp_wet_days,prcp_heavy_days_p90,prcp_heavy_days_p95,prcp_antecedent1mo,prcp_antecedent2mo
110500020801,1996-01,1.0931666493415833,0.8071666558583578,0.0,0.0,0.0,49.11166739463806,8.720332900683085
110500020801,1996-02,3.17983341217041,1.7623333930969238,2.0,0.0,0.0,1.0931666493415833,49.11166739463806
110500020801,1996-03,34.26216673851013,12.411500295003256,5.0,0.0,0.0,3.17983341217041,1.0931666493415833
110500020801,1996-04,31.867499589920044,27.85266621907552,2.0,1.0,0.0,34.26216673851013,3.17983341217041
110500020801,1996-05,53.212167451779045,28.4010009765625,5.0,1.0,0.0,31.867499589920044,34.26216673851013
110500020801,1996-06,90.29533565044403,30.787501017252605,9.0,1.0,0.0,53.212167451779045,31.867499589920044
110500020801,1996-07,184.91083598136902,35.388834635416664,15.0,3.0,1.0,90.29533565044403,53.212167451779045
110500020801,1996-08,140.55316672722495,33.78100077311198,15.0,1.0,0.0,184.91083598136902,90.29533565044403
110500020801,1996-09,106.92033394177754,22.7586669921875,10.0,0.0,0.0,140.55316672722495,184.91083598136902
110500020801,1996-10,50.37499876817067,12.38249969482422,10.0,0.0,0.0,106.92033394177754,140.55316672722495
110500020801,1996-11,99.38616831724842,26.864334106445312,8.0,1.0,0.0,50.37499876817067,106.92033394177754
110500020801,1996-12,2.7643333971500397,1.4946667353312175,1.0,0.0,0.0,99.38616831724842,50.37499876817067
110500020801,1997-01,7.1779998143514,4.221333185831706,2.0,0.0,0.0,2.7643333971500397,99.38616831724842
110500020801,1997-02,84.12050245950618,39.52066802978515,8.0,1.0,1.0,7.1779998143514,2.7643333971500397
110500020801,1997-03,9.024166822433472,4.533333460489909,2.0,0.0,0.0,84.12050245950618,7.1779998143514
110500020801,1997-04,145.10916459560394,37.657997131347656,14.0,1.0,1.0,9.024166822433472,84.12050245950618
110500020801,1997-05,91.39616684118906,19.68983332316081,11.0,0.0,0.0,145.10916459560394,9.024166822433472
110500020801,1997-06,71.65299971898396,19.255666097005207,13.0,0.0,0.0,91.39616684118906,145.10916459560394
110500020801,1997-07,86.59749901294707,19.5658327738444,9.0,0.0,0.0,71.65299971898396,91.39616684118906
110500020801,1997-08,101.72483168742232,20.285499572753903,13.0,0.0,0.0,86.59749901294707,71.65299971898396
110500020801,1997-09,64.86033423741658,26.387001037597656,6.0,1.0,0.0,101.72483168742232,86.59749901294707
110500020801,1997-10,143.5746700366338,30.728001912434895,10.0,4.0,0.0,64.86033423741658,101.72483168742232
110500020801,1997-11,27.382666935523353,8.248500188191732,6.0,0.0,0.0,143.5746700366338,64.86033423741658
110500020801,1997-12,95.17599783899884,24.236666361490887,10.0,1.0,0.0,27.382666935523353,143.5746700366338
110500020801,1998-01,62.73450045784315,31.858500162760414,7.0,1.0,0.0,95.17599783899884,27.382666935523353
110500020801,1998-02,34.05466629712222,27.00316619873047,2.0,1.0,0.0,62.73450045784315,95.17599783899884
110500020801,1998-03,150.87999769672751,50.94666544596354,12.0,1.0,1.0,34.05466629712222,62.73450045784315
110500020801,1998-04,79.40650008122125,44.65833536783854,5.0,2.0,1.0,150.87999769672751,34.05466629712222
110500020801,1998-05,66.5738329589367,17.154165903727215,9.0,0.0,0.0,79.40650008122125,150.87999769672751
110500020801,1998-06,56.83333206176758,26.61266581217448,6.0,1.0,0.0,66.5738329589367,79.40650008122125
110500020801,1998-07,3.9958333820104595,2.4813334147135415,2.0,0.0,0.0,56.83333206176758,66.5738329589367
110500020801,1998-08,12.353833566885442,2.960166931152344,6.0,0.0,0.0,3.9958333820104595,56.83333206176758
110500020801,1998-09,84.3340028822422,28.768168131510414,9.0,1.0,0.0,12.353833566885442,3.9958333820104595
110500020801,1998-10,186.053830186526,42.43016560872396,14.0,2.0,1.0,84.3340028822422,12.353833566885442
110500020801,1998-11,117.26416865984598,68.47350056966145,5.0,2.0,1.0,186.053830186526,84.3340028822422
110500020801,1998-12,34.72749910751978,15.942666371663412,5.0,0.0,0.0,117.26416865984598,186.053830186526
110500020801,1999-01,40.438502709070846,25.621002197265625,5.0,1.0,0.0,34.72749910751978,117.26416865984598
110500020801,1999-02,15.358166868798435,13.98116683959961,2.0,0.0,0.0,40.438502709070846,34.72749910751978
110500020801,1999-03,101.085500985384,31.695833841959637,13.0,1.0,0.0,15.358166868798435,40.438502709070846
110500020801,1999-04,152.4759962062041,60.33399963378906,9.0,1.0,1.0,101.085500985384,15.358166868798435
110500020801,1999-05,111.56433167805272,23.318832397460938,14.0,0.0,0.0,152.4759962062041,101.085500985384
110500020801,1999-06,163.70649615923566,22.167165120442707,18.0,0.0,0.0,111.56433167805272,152.4759962062041
110500020801,1999-07,40.835165659586586,31.53833262125651,3.0,1.0,0.0,163.70649615923566,111.56433167805272
110500020801,1999-08,15.792833089828491,5.8986663818359375,5.0,0.0,0.0,40.835165659586586,163.70649615923566
110500020801,1999-09,92.76999980211257,42.037000020345054,9.0,1.0,1.0,15.792833089828491,40.835165659586586
110500020801,1999-10,66.36600335439046,34.991170247395836,5.0,1.0,1.0,92.76999980211257,15.792833089828491
110500020801,1999-11,3.124000072479248,1.8168333371480303,2.0,0.0,0.0,66.36600335439046,92.76999980211257
110500020801,1999-12,92.7731651465098,33.57166544596354,7.0,1.0,0.0,3.124000072479248,66.36600335439046
110500020801,2000-01,24.13116673628489,10.059833526611328,5.0,0.0,0.0,92.7731651465098,3.124000072479248
110500020801,2000-02,27.797999382019047,9.188332875569662,5.0,0.0,0.0,24.13116673628489,92.7731651465098
