huc12,Datetime,prcp_sum,prcp_max_1day,prcp_wet_days,prcp_heavy_days_p90,prcp_heavy_days_p95,prcp_antecedent1mo,prcp_antecedent2mo
110701050204,1996-01,29.41050118207932,20.89400100708008,4.0,0.0,0.0,49.0710007250309,9.458500117063522
110701050204,1996-02,4.818499863147736,4.373499870300293,1.0,0.0,0.0,29.41050118207932,49.0710007250309
110701050204,1996-03,74.39499974250793,20.59149932861328,10.0,0.0,0.0,4.818499863147736,29.41050118207932
110701050204,1996-04,52.71850085258484,21.82900047302246,4.0,0.0,0.0,74.39499974250793,4.818499863147736
110701050204,1996-05,70.27250153571367,19.948501586914062,6.0,0.0,0.0,52.71850085258484,74.39499974250793
110701050204,1996-06,96.32299996726215,37.32500076293945,9.0,1.0,1.0,70.27250153571367,52.71850085258484
110701050204,1996-07,103.94100009649992,30.42300033569336,11.0,1.0,0.0,96.32299996726215,70.27250153571367
110701050204,1996-08,55.967501282691956,16.977001190185547,10.0,0.0,0.0,103.94100009649992,96.32299996726215
110701050204,1996-09,192.65399943152443,82.48300170898438,9.0,2.0,1.0,55.967501282691956,103.94100009649992
110701050204,1996-10,95.29750147461891,29.06800079345703,8.0,1.0,0.0,192.65399943152443,55.967501282691956
110701050204,1996-11,182.76500244438648,64.24800109863281,12.0,2.0,2.0,95.29750147461891,192.65399943152443
110701050204,1996-12,3.925500065088272,2.066500186920166,2.0,0.0,0.0,182.76500244438648,95.29750147461891
110701050204,1997-01,10.306499898433685,8.774499893188477,1.0,0.0,0.0,3.925500065088272,182.76500244438648
110701050204,1997-02,105.32650265842676,39.571502685546875,7.0,1.0,1.0,10.306499898433685,3.925500065088272
110701050204,1997-03,46.66849905252457,20.14049911499023,8.0,0.0,0.0,105.32650265842676,10.306499898433685
110701050204,1997-04,115.0380003452301,28.75550079345703,12.0,1.0,0.0,46.66849905252457,105.32650265842676
110701050204,1997-05,74.7465016245842,19.44300079345703,10.0,0.0,0.0,115.0380003452301,46.66849905252457
110701050204,1997-06,137.17150274850428,37.55950164794922,12.0,1.0,1.0,74.7465016245842,115.0380003452301
110701050204,1997-07,89.6239993982017,33.02050018310547,6.0,1.0,0.0,137.17150274850428,74.7465016245842
110701050204,1997-08,185.18399911327288,43.170501708984375,15.0,1.0,1.0,89.6239993982017,137.17150274850428
110701050204,1997-09,108.13799837231636,33.22949981689453,9.0,2.0,0.0,185.18399911327288,89.6239993982017
110701050204,1997-10,107.16800141334534,40.46199798583984,6.0,2.0,2.0,108.13799837231636,185.18399911327288
110701050204,1997-11,58.9694989323616,32.952999114990234,6.0,1.0,0.0,107.16800141334534,108.13799837231636
110701050204,1997-12,107.14900153875351,40.545501708984375,7.0,1.0,1.0,58.9694989323616,107.16800141334534
110701050204,1998-01,103.5110026653856,30.970001220703125,8.0,1.0,0.0,107.14900153875351,58.9694989323616
110701050204,1998-02,18.192500472068787,12.304500579833984,4.0,0.0,0.0,103.5110026653856,107.14900153875351
110701050204,1998-03,163.43550074100494,41.16699981689453,9.0,2.0,2.0,18.192500472068787,103.5110026653856
110701050204,1998-04,89.01099634170532,41.220497131347656,6.0,1.0,1.0,163.43550074100494,18.192500472068787
110701050204,1998-05,80.08399996161461,27.5310001373291,7.0,1.0,0.0,89.01099634170532,163.43550074100494
110701050204,1998-06,50.035001842305064,19.402000427246097,5.0,0.0,0.0,80.08399996161461,89.01099634170532
110701050204,1998-07,101.29200392961502,29.65850067138672,7.0,1.0,0.0,50.035001842305064,80.08399996161461
110701050204,1998-08,38.40350037813187,6.561500072479248,10.0,0.0,0.0,101.29200392961502,50.035001842305064
110701050204,1998-09,115.71499785780907,65.34149932861328,5.0,2.0,2.0,38.40350037813187,101.29200392961502
110701050204,1998-10,207.48899912834167,102.20800018310548,11.0,1.0,1.0,115.71499785780907,38.40350037813187
110701050204,1998-11,88.3514996767044,26.236499786376953,8.0,1.0,0.0,207.48899912834167,115.71499785780907
110701050204,1998-12,46.45150054804981,24.944000244140625,3.0,0.0,0.0,88.3514996767044,207.48899912834167
110701050204,1999-01,55.15600070357323,26.940500259399418,6.0,1.0,0.0,46.45150054804981,88.3514996767044
110701050204,1999-02,38.8544984459877,31.579498291015625,3.0,1.0,0.0,55.15600070357323,46.45150054804981
110701050204,1999-03,112.77499395981431,26.919498443603516,9.0,1.0,0.0,38.8544984459877,55.15600070357323
110701050204,1999-04,195.50200128555298,59.436500549316406,12.0,3.0,2.0,112.77499395981431,38.8544984459877
110701050204,1999-05,209.49950194358826,33.358001708984375,13.0,3.0,0.0,195.50200128555298,112.77499395981431
110701050204,1999-06,226.1185033172369,33.14699935913086,18.0,3.0,0.0,209.49950194358826,195.50200128555298
110701050204,1999-07,23.62600040435791,15.476500511169434,4.0,0.0,0.0,226.1185033172369,209.49950194358826
110701050204,1999-08,22.115999847650528,8.404500007629395,4.0,0.0,0.0,23.62600040435791,226.1185033172369
110701050204,1999-09,160.74150163680315,45.006500244140625,12.0,1.0,1.0,22.115999847650528,23.62600040435791
110701050204,1999-10,37.58999824523926,28.724498748779297,2.0,1.0,0.0,160.74150163680315,22.115999847650528
110701050204,1999-11,59.36949968338013,31.88800048828125,3.0,1.0,0.0,37.58999824523926,160.74150163680315
110701050204,1999-12,98.57700222730637,28.262001037597656,5.0,1.0,0.0,59.36949968338013,37.58999824523926
110701050204,2000-01,32.20050013065338,12.081500053405762,7.0,0.0,0.0,98.57700222730637,59.36949968338013
110701050204,2000-02,41.0159991979599,23.691999435424805,5.0,0.0,0.0,32.20050013065338,98.57700222730637
