huc12,Datetime,prcp_sum,prcp_max_1day,prcp_wet_days,prcp_heavy_days_p90,prcp_heavy_days_p95,prcp_antecedent1mo,prcp_antecedent2mo
102400110603,1996-01,36.091666777928666,12.332667032877604,6.0,0.0,0.0,14.444666425387064,36.75933337211609
102400110603,1996-02,3.9790000915527344,3.9790000915527344,1.0,0.0,0.0,36.091666777928666,14.444666425387064
102400110603,1996-03,29.89533199734675,15.60333251953125,5.0,0.0,0.0,3.9790000915527344,36.091666777928666
102400110603,1996-04,47.95033196608225,22.830665588378903,6.0,1.0,0.0,29.89533199734675,3.9790000915527344
102400110603,1996-05,191.92833067973456,61.63066609700521,15.0,2.0,1.0,47.95033196608225,29.89533199734675
102400110603,1996-06,233.6433298587799,57.96599833170573,10.0,4.0,4.0,191.92833067973456,47.95033196608225
102400110603,1996-07,133.98266740640005,34.98400115966797,13.0,1.0,1.0,233.6433298587799,191.92833067973456
102400110603,1996-08,107.67599766453105,23.982999165852863,10.0,1.0,0.0,133.98266740640005,233.6433298587799
102400110603,1996-09,105.50999895731609,30.878997802734375,7.0,2.0,1.0,107.67599766453105,133.98266740640005
102400110603,1996-10,87.65400152405104,30.938334147135414,6.0,2.0,1.0,105.50999895731609,107.67599766453105
102400110603,1996-11,73.91299982865652,33.46466573079427,6.0,1.0,1.0,87.65400152405104,105.50999895731609
102400110603,1996-12,6.621333360671997,6.054333368937175,1.0,0.0,0.0,73.91299982865652,87.65400152405104
102400110603,1997-01,23.055667002995808,9.668333689371744,6.0,0.0,0.0,6.621333360671997,73.91299982865652
102400110603,1997-02,93.26199971636137,47.600667317708336,6.0,1.0,1.0,23.055667002995808,6.621333360671997
102400110603,1997-03,19.390000415345035,11.346333821614584,4.0,0.0,0.0,93.26199971636137,23.055667002995808
102400110603,1997-04,119.43266820907593,49.68066914876302,13.0,1.0,1.0,19.390000415345035,93.26199971636137
102400110603,1997-05,92.13033314545949,19.822333017985027,11.0,0.0,0.0,119.43266820907593,19.390000415345035
102400110603,1997-06,71.05933304627736,29.82300059000651,9.0,1.0,0.0,92.13033314545949,119.43266820907593
102400110603,1997-07,59.7549996478483,15.389333089192707,10.0,0.0,0.0,71.05933304627736,92.13033314545949
102400110603,1997-08,97.108668461442,21.832667032877605,11.0,0.0,0.0,59.7549996478483,71.05933304627736
102400110603,1997-09,80.26366602412115,39.67266591389974,7.0,1.0,1.0,97.108668461442,59.7549996478483
102400110603,1997-10,94.42199913660684,29.205665588378903,7.0,2.0,0.0,80.26366602412115,97.108668461442
102400110603,1997-11,60.47333453843991,29.19866689046224,5.0,1.0,0.0,94.42199913660684,80.26366602412115
102400110603,1997-12,69.69233368585508,15.574333190917969,7.0,0.0,0.0,60.47333453843991,94.42199913660684
102400110603,1998-01,15.41766627629598,5.171333312988281,4.0,0.0,0.0,69.69233368585508,60.47333453843991
102400110603,1998-02,28.260000279794134,7.766000111897786,7.0,0.0,0.0,15.41766627629598,69.69233368585508
102400110603,1998-03,100.15666755040485,35.93933359781901,10.0,1.0,1.0,28.260000279794134,15.41766627629598
102400110603,1998-04,73.40033404032391,18.865000406901043,11.0,0.0,0.0,100.15666755040485,28.260000279794134
102400110603,1998-05,39.71066681543987,12.266000111897789,6.0,0.0,0.0,73.40033404032391,100.15666755040485
102400110603,1998-06,219.4976671387752,27.974334716796875,16.0,5.0,0.0,39.71066681543987,73.40033404032391
102400110603,1998-07,190.05299886067706,64.53633117675781,14.0,2.0,2.0,219.4976671387752,39.71066681543987
102400110603,1998-08,71.03200165430705,22.207667032877605,8.0,0.0,0.0,190.05299886067706,219.4976671387752
102400110603,1998-09,221.12267044617332,108.7433369954427,12.0,2.0,2.0,71.03200165430705,190.05299886067706
102400110603,1998-10,169.18133815129593,90.2376708984375,10.0,2.0,1.0,221.12267044617332,71.03200165430705
102400110603,1998-11,154.80700357755023,51.53333536783854,8.0,3.0,2.0,169.18133815129593,221.12267044617332
102400110603,1998-12,32.864332954088844,24.04766591389974,3.0,1.0,0.0,154.80700357755023,169.18133815129593
102400110603,1999-01,46.49466598033905,24.6403325398763,5.0,1.0,0.0,32.864332954088844,154.80700357755023
102400110603,1999-02,35.76466647783915,8.453333536783854,8.0,0.0,0.0,46.49466598033905,32.864332954088844
102400110603,1999-03,40.30233427633842,11.74866739908854,10.0,0.0,0.0,35.76466647783915,46.49466598033905
102400110603,1999-04,190.69233393669128,31.365000406901043,17.0,4.0,1.0,40.30233427633842,35.76466647783915
102400110603,1999-05,143.66400029692642,25.654332478841145,15.0,1.0,0.0,190.69233393669128,40.30233427633842
102400110603,1999-06,224.00232911109921,50.91899617513021,23.0,2.0,1.0,143.66400029692642,190.69233393669128
102400110603,1999-07,26.035332630077995,10.56233278910319,5.0,0.0,0.0,224.00232911109921,143.66400029692642
102400110603,1999-08,44.96633459130923,11.823333740234377,11.0,0.0,0.0,26.035332630077995,224.00232911109921
102400110603,1999-09,144.24700093269345,43.01166788736979,10.0,2.0,2.0,44.96633459130923,26.035332630077995
102400110603,1999-10,15.203333497047426,5.327666600545247,4.0,0.0,0.0,144.24700093269345,44.96633459130923
102400110603,1999-11,37.8356679280599,27.06000010172526,2.0,1.0,0.0,15.203333497047426,144.24700093269345
102400110603,1999-12,44.06300083796184,17.531333923339844,7.0,0.0,0.0,37.8356679280599,15.203333497047426
102400110603,2000-01,6.992666840553285,2.199000040690104,3.0,0.0,0.0,44.06300083796184,37.8356679280599
102400110603,2000-02,45.28933344284693,23.791000366210938,7.0,1.0,0.0,6.992666840553285,44.06300083796184
