huc12,ele_std,ele_below_10th_mean,ele_hi,slope_below_10th_mean,slope_above_90th_mean,slope_cv,asp_mean,asp_var,asp_pc1,prof_mean,prof_std,prof_pct_neg,plan_mean,plan_std,plan_pct_neg,flow_mean,flow_95pct,flow_pct_high,hand_surface,hand_shallow,hand_deep,twi_median,twi_90pct
110500020801,21.267422,322.77704,0.47878516,0.0002099411,6.9457974,1.1608572,323.916,0.83581007,3.2779730260365976,-0.0008089236,0.62400997,46.747210126300466,-0.00073341466,0.3384988,42.96412820749425,886.9639,147.0,7.908313679245282,86.52885371673133,13.436506297446893,0.034639985821773245,8.811801,11.399548
110902030303,16.697496,304.02786,0.47706112,0.5571487,8.798283,0.61613554,189.59319,0.8978983,-2.7870579084676512,0.00029736548,0.660761,49.364482520290174,0.00034090882,0.5175424,48.39933560786198,565.3763,44.0,3.993154592127781,46.878610168806674,46.666936042272376,6.454453788920948,8.151033,10.575821
111003030102,14.45262,316.6147,0.5015583,0.40393955,9.7378845,0.8496776,6.1485963,0.98752135,0.2624808807290259,-0.0018430467,0.7523347,51.48265642501697,-0.0017754468,0.47784376,48.51406689091832,1023.71625,43.0,3.8757918467525223,58.742063741852476,37.893730237499234,3.3642060206482833,8.477095,10.859665
110500020807,16.882101,308.94937,0.54813856,0.28991774,7.127845,0.9827733,313.7794,0.8986229,1.7085569123277413,-0.0031453893,0.60359234,52.119321108169935,-0.0031790182,0.3648628,48.09783324749368,1258.5157,56.0,4.52687548706284,77.67827312168633,21.69874642128139,0.6229804570322832,8.831424,11.416578
110500020802,20.705498,337.6545,0.47622025,0.32958034,7.830992,0.91734284,44.908134,0.8223607,3.238226286241973,-0.004495668,0.62975323,50.46540270808948,-0.0043248413,0.40188926,47.73154883727687,910.2907,63.0,4.766819073791107,74.31308027334518,25.0876959486231,0.599223778031725,8.7567215,11.074559
111003030103,16.650145,306.72507,0.4017728,0.05079016,8.486568,0.74731994,248.90842,0.9605891,-0.4927564694124927,-0.0003973056,0.641809,47.282028031492146,-0.00078384596,0.42407513,44.962299144784104,1201.9548,83.0,5.977032054561141,55.38545161543452,41.52368174762819,3.090866636937287,8.288549,10.672017
111003030106,20.696045,283.80374,0.41731244,0.34635898,10.527409,0.7010806,4.3141074,0.8997505,2.4956409032452465,-0.004894048,0.8169121,51.308286321428675,-0.004246261,0.5703931,47.925592536833506,622.9457,35.0,3.504888078325625,45.08479820579196,46.900487869289265,8.014713924918778,8.1238785,10.535847
111003030101,15.781918,336.2838,0.49997312,0.3410522,8.448218,1.0210081,66.53844,0.8916747,0.975157335928284,-0.0010568552,0.6901782,52.38678369334805,-0.001169929,0.39583865,47.984530754541794,614.46875,61.0,4.71127878017255,74.79240027329584,24.166973248541545,1.040626478162611,8.735425,11.214419
111003010705,11.36818,385.35898,0.40311033,0.081594646,5.103282,1.2016277,147.9526,0.8471124,-3.6177314079461107,0.0025742834,0.42163792,46.5079683353795,0.002601042,0.22061676,49.194020260010106,931.3327,45.0,4.079779411764706,91.9250897655535,8.002863110464434,0.07204712398207036,9.312647,11.860056
111003020102,8.974812,366.5196,0.5151271,0.23979764,5.0871124,1.1540403,323.57556,0.8889592,2.119089616548063,-0.00077386654,0.52067375,52.36250659081886,-0.00074073777,0.26447287,48.26075905226651,458.78644,62.0,4.751353325563488,94.05723456593024,5.942765434069754,0.0,9.151558,11.864263
111003030206,23.28795,268.5797,0.36343953,0.35104272,9.416771,0.68625396,5.606102,0.9376495,1.474196111623186,-0.001085077,0.695789,49.641464475868105,-0.0011274475,0.5009276,49.04503375750764,830.0522,30.0,3.341480481831359,49.599066266214344,43.326131872212876,7.074801861572786,8.178056,10.650996
110902030104,13.671649,323.40536,0.4635121,0.33647984,7.984577,0.72703874,147.47615,0.9466519,-1.3380140910990594,-0.0005421963,0.61098254,50.616505042780844,-0.0005354721,0.41608143,47.95212640768858,2060.3008,45.0,3.9916093552217653,57.2619974370832,40.16093926185018,2.5770633010666137,8.4365225,10.827618
110902030102,12.063955,343.38794,0.4373311,0.16847388,6.117418,1.0852692,152.81958,0.904776,-2.3765034371666913,-0.0012970527,0.55899954,51.50016477338812,-0.00093757105,0.3248384,48.26345810878921,433.92078,28.0,3.4041136215696834,90.05389277434476,9.899570627165497,0.046536598489741954,9.052963,11.695693
111003010709,13.071726,368.4187,0.39286545,0.16821,7.0277495,1.2811322,55.73522,0.8933499,1.410323504874999,0.004548331,0.5590806,49.32136921939806,0.004526728,0.29918534,48.57141512054347,2219.377,56.0,4.551890195512589,91.19262945299958,7.7732216640852165,1.0341488829152015,9.066196,11.59417
111003010706,9.849043,379.97354,0.30362234,0.096618205,5.5961685,1.3205755,112.02316,0.9205644,-0.9972405256007807,0.0030865108,0.4823719,49.12918723717235,0.0017729258,0.25262767,48.75200287572801,2506.6711,53.0,4.358892453240539,91.53151637291155,8.452167439773511,0.016316187314929186,9.184322,11.8145685
110902030107,17.017845,317.32712,0.38093054,0.1349667,8.385882,0.6205065,239.73395,0.89281625,-1.6298418348070434,0.0039927387,0.5279524,45.25403745643,0.0038194242,0.44817853,45.87909484579249,976.85046,70.0,5.084322392551491,47.40544273665031,44.544405912951476,8.050151350398213,8.107745,10.464957
111003020201,14.144757,323.85144,0.40020904,0.13891602,6.722884,0.8887061,41.660294,0.99233174,-0.03342951228619942,0.00022122092,0.5255325,49.167750468637486,0.00012311441,0.33993042,48.214697328685155,8297.069,52.0,4.329360683321846,70.97203936241628,28.299997918433828,0.7279627191498884,8.73584,11.313122
