huc12,ele_std,ele_below_10th_mean,ele_hi,slope_below_10th_mean,slope_above_90th_mean,slope_cv,asp_mean,asp_var,asp_pc1,prof_mean,prof_std,prof_pct_neg,plan_mean,plan_std,plan_pct_neg,flow_mean,flow_95pct,flow_pct_high,hand_surface,hand_shallow,hand_deep,twi_median,twi_90pct
051401021004,22.086357,139.40366,0.5786134,0.5841849,19.052742,1.0609612,254.07703,0.8706541,2.369783265340442,0.0031015258,0.9979157,51.27019919142749,0.0030026732,0.6458936,47.46577115607482,6204.239,23.0,3.9023689032348874,44.93011950086397,37.14887078832764,17.921009710808395,8.257954,10.632169
051401010903,12.720073,134.08272,0.21745554,0.18537204,10.999844,1.5279626,287.3314,0.9657745,-0.7113423939936828,0.00868273,0.6404201,50.05019653562942,0.008513063,0.4338188,48.65511741536419,493.48965,46.0,5.614725549944484,90.80616464558753,5.356517550091794,3.8373178043206764,9.016928,11.385687
051401021202,22.88871,138.54597,0.22941092,0.17176008,17.633736,1.4382888,312.9117,0.8441918,3.022386840915659,0.007519011,0.8437398,49.82445836425086,0.008387745,0.6414466,48.122661520591734,1069.1477,77.0,6.961113451945687,76.42969143312637,15.271411939922805,8.29889662695083,8.718216,11.314038
051401021201,24.575287,138.47205,0.283457,0.16125934,8.993258,1.2848432,251.5705,0.88623774,1.0890201047823964,0.0019080801,0.5925544,51.55546116464998,0.0019107135,0.35562295,48.91100750006295,343.2539,45.0,5.3573674049905415,84.36721007095164,13.559635618798845,2.0731543102495076,8.98731,11.458783
051401010604,29.897924,127.933014,0.45890576,0.0,19.424086,1.2416798,255.1059,0.78313816,-1.2291419337739886,0.006933482,1.0979109,45.55464758473025,0.006751638,0.6415696,41.13451358763521,343.34473,41.0,5.356607871774707,54.01042984180109,30.942188320912223,15.047381837286686,8.13311,10.365515
051401040102,45.04966,119.94872,0.4041245,0.0040996587,23.244453,1.3201514,239.78343,0.8819141,2.4586367413052033,0.0027273025,1.161638,50.71451816685172,0.0019879907,0.7497758,48.01405745498168,623.0502,36.0,4.780676243207203,66.98484510844733,20.7405424210312,12.274612470521468,8.115912,10.543343
051401021005,29.946192,135.5984,0.34879708,0.43777838,26.75924,1.1067958,160.39403,0.91820675,-2.406736788365273,0.018473618,1.4462973,50.98788094110216,0.017890261,1.0269283,46.809536028212015,3733.1501,49.0,5.694004840364919,53.552360990271296,24.717893959766933,21.72974504996177,8.066348,10.554658
051401021304,40.19078,125.752655,0.43799773,0.6288159,29.320381,0.87948537,276.7182,0.9491913,0.4869368574549232,0.010074864,1.4075221,54.241766224433604,0.010075805,1.0302771,45.00915840327438,745.66003,27.0,4.158269268821775,32.650006749790165,29.764031248593792,37.58596200161604,7.501296,9.889161
051401010505,27.639223,135.67218,0.56143165,0.40399563,17.691582,1.0723133,251.39946,0.8612564,0.7193810594628034,0.005109968,0.9178876,52.210662690285034,0.005548767,0.5910736,47.68919758350324,662.39276,17.0,3.3263986013986018,51.530344125458264,33.6148624800187,14.854793394523044,8.301066,10.5971985
051401010902,22.255463,137.89342,0.44674465,0.2964494,12.762412,1.2420586,267.3471,0.867816,2.0227733867974194,0.0068890112,0.78821963,50.69363969838039,0.0070327707,0.46806082,48.85744249723579,602.0528,49.0,5.641273137653499,72.73650482709398,21.9859609960176,5.277534176888413,8.673412,11.153441
051401020804,15.523924,180.4847,0.5206293,0.50612307,13.158878,0.92543817,185.27568,0.9274413,-1.2558867000668381,0.0032650437,0.85061455,51.3768823158867,0.0034615686,0.5434014,47.72806193503109,669.30475,31.0,4.53512452649278,49.772892076511056,41.96274381958113,8.264364103907816,8.282138,10.705119
051401020806,19.502783,163.32478,0.5332528,0.6167592,14.8486185,0.7616351,217.94,0.8949177,-0.1057674907405316,0.0017481371,0.85334164,53.43476165402314,0.0020285475,0.60801333,46.33137748932747,1645.4753,28.0,4.315347737178913,41.381696750159506,43.960747387847235,14.657555861993263,7.8959594,10.174032
051401021002,17.769735,157.76462,0.60792994,0.5050939,10.026733,0.85182315,236.93588,0.8467101,0.9704133723720291,0.0021169507,0.61881787,51.51116121320493,0.0021326828,0.3937102,48.04180717388558,610.55554,27.0,4.146128936441567,56.77104400416392,37.87112988194538,5.357826113890701,8.466192,10.862499
051401021003,19.901474,153.04774,0.61466223,0.700558,16.060078,0.8077339,218.0686,0.90568775,-0.5906116330430934,0.0017237078,0.8863391,54.03401748568372,0.0018792597,0.64616835,46.410375397585,2085.7932,27.0,4.278262051353368,37.8932234287584,44.70380405436988,17.402972516871717,7.9144135,10.224322
051401021204,38.30831,135.22566,0.53616863,0.88345706,34.15818,0.74939066,214.72154,0.92642397,-0.3898696442151603,0.010367782,1.9775751,55.77658571837543,0.010196737,1.5773995,44.53821517756336,593.6417,21.0,3.691660509842328,26.063034090653193,15.696327139874516,58.2406387694723,7.0636926,9.508731
051401021205,36.30884,126.27251,0.30479988,0.33325428,31.679075,1.0338255,209.63646,0.9043872,-2.226374922128751,0.029396156,1.5587152,48.6581087970537,0.029574763,1.2857196,47.84848461790152,2884.1946,12.0,2.7455945648165327,54.37692982339322,16.731128871775066,28.891941304831715,7.639765,10.340151
