huc12,Datetime,Monthly_Max_Zscore,Imputed,Num_Neighbors,Donor_IDs,Donor_Weights,Donor_Zscores,flood_count_monthly,flood_count_monthly_log,flood_count_monthly_log_std,Flood_Intensity_Index
051401010906,2001-08,-0.7220566449380498,False,,,,,0,0.0,-0.22777277748292346,-0.4749147112104866
051401010906,2001-09,-0.6227113227677378,False,,,,,0,0.0,-0.22777277748292346,-0.4252420501253306
051401010906,2001-10,0.2640376640117132,False,,,,,0,0.0,-0.22777277748292346,0.018132443264394865
051401010906,2001-11,1.264849798468189,False,,,,,0,0.0,-0.22777277748292346,0.5185385104926328
051401010906,2001-12,1.0072878521007138,False,,,,,0,0.0,-0.22777277748292346,0.3897575373088952
051401010906,2002-01,3.2149616781076458,False,,,,,0,0.0,-0.22777277748292346,1.493594450312361
051401010906,2002-02,0.0837443015544805,False,,,,,0,0.0,-0.22777277748292346,-0.07201423796422149
051401010906,2002-03,4.355593154877894,False,,,,,0,0.0,-0.22777277748292346,2.0639101886974855
051401010906,2002-04,1.662231087149437,False,,,,,0,0.0,-0.22777277748292346,0.7172291548332568
051401010906,2002-05,3.766880134609379,False,,,,,0,0.0,-0.22777277748292346,1.769553678563228
051401010906,2002-06,-0.2437273159698812,False,,,,,0,0.0,-0.22777277748292346,-0.23575004672640232
051401010906,2002-07,-0.7770277232056224,False,,,,,0,0.0,-0.22777277748292346,-0.5024002503442729
051401010906,2002-08,-0.752596132864479,False,,,,,0,0.0,-0.22777277748292346,-0.49018445517370124
051401010906,2002-09,3.8772638259097256,False,,,,,0,0.0,-0.22777277748292346,1.8247455242134012
051401010906,2002-10,-0.2216505777098119,False,,,,,0,0.0,-0.22777277748292346,-0.22471167759636768
051401010906,2002-11,-0.442417960310505,False,,,,,0,0.0,-0.22777277748292346,-0.3350953688967142
051401010906,2002-12,0.0874237579311586,False,,,,,0,0.0,-0.22777277748292346,-0.07017450977588244
051401010906,2003-01,0.392818637195451,False,,,,,0,0.0,-0.22777277748292346,0.08252292985626378
051401010906,2003-02,0.1131799525679062,False,,,,,0,0.0,-0.22777277748292346,-0.05729641245750863
051401010906,2003-03,-0.7294155576914062,False,,,,,0,0.0,-0.22777277748292346,-0.47859416758716483
051401010906,2003-04,-0.4828919804539655,False,,,,,0,0.0,-0.22777277748292346,-0.3553323789684445
051401010906,2003-05,0.010155174020916,False,,,,,0,0.0,-0.22777277748292346,-0.10880880173100373
051401010906,2003-06,-0.1811765575663514,False,,,,,0,0.0,-0.22777277748292346,-0.20447466752463744
051401010906,2003-07,-0.70513114560533,False,,,,,0,0.0,-0.22777277748292346,-0.4664519615441267
051401010906,2003-08,-0.5424991737561526,False,,,,,0,0.0,-0.22777277748292346,-0.38513597561953805
051401010906,2003-09,0.5252790667558669,False,,,,,0,0.0,-0.22777277748292346,0.1487531446364717
051401010906,2003-10,-0.6480995717668175,False,,,,,0,0.0,-0.22777277748292346,-0.4379361746248705
051401010906,2003-11,-0.3099575307500891,False,,,,,0,0.0,-0.22777277748292346,-0.26886515411650624
051401010906,2003-12,-0.6271266704197517,False,,,,,0,0.0,-0.22777277748292346,-0.42744972395133757
051401010906,2004-01,-0.0818312353960394,False,,,,,0,0.0,-0.22777277748292346,-0.15480200643948144
051401010906,2004-02,-0.2069327522030989,False,,,,,0,0.0,-0.22777277748292346,-0.2173527648430112
051401010906,2004-03,0.7423669929798818,False,,,,,0,0.0,-0.22777277748292346,0.2572971077484792
051401010906,2004-04,-0.3798672019069752,False,,,,,0,0.0,-0.22777277748292346,-0.30381998969494933
051401010906,2004-05,3.509318188241904,False,,,,,0,0.0,-0.22777277748292346,1.64077270537949
051401010906,2004-06,-0.2400478595932029,False,,,,,0,0.0,-0.22777277748292346,-0.23391031853806318
051401010906,2004-07,-0.5310928589884502,False,,,,,0,0.0,-0.22777277748292346,-0.3794328182356868
051401010906,2004-08,0.6246243889261787,False,,,,,0,0.0,-0.22777277748292346,0.1984258057216276
051401010906,2004-09,-0.7631193781017787,False,,,,,0,0.0,-0.22777277748292346,-0.49544607779235106
051401010906,2004-10,3.6197018795422498,False,,,,,0,0.0,-0.22777277748292346,1.6959645510296633
051401010906,2004-11,0.661418952692961,False,,,,,0,0.0,-0.22777277748292346,0.21682308760501878
051401010906,2004-12,0.0138346303975943,False,,,,,0,0.0,-0.22777277748292346,-0.10696907354266458
051401010906,2005-01,0.6246243889261787,False,,,,,0,0.0,-0.22777277748292346,0.1984258057216276
051401010906,2005-02,-0.5987948563193294,False,,,,,0,0.0,-0.22777277748292346,-0.4132838169011264
051401010906,2005-03,0.7018929728364214,False,,,,,0,0.0,-0.22777277748292346,0.23706009767674896
051401010906,2005-04,-0.5296210764377788,False,,,,,0,0.0,-0.22777277748292346,-0.3786969269603511
051401010906,2005-05,1.2538114293381546,False,,,,,0,0.0,-0.22777277748292346,0.5130193259276156
051401010906,2005-06,-0.6771672771425754,False,,,,,0,0.0,-0.22777277748292346,-0.45247002731274943
051401010906,2005-07,-0.6918851026492884,False,,,,,0,0.0,-0.22777277748292346,-0.4598289400661059
051401010906,2005-08,0.459048851975659,False,,,,,0,0.0,-0.22777277748292346,0.11563803724636776
051401010906,2005-09,-0.7529640785021469,False,,,,,0,0.0,-0.22777277748292346,-0.49036842799253516
051401010906,2005-10,-0.7822893458242722,False,,,,,0,0.0,-0.22777277748292346,-0.5050310616535978
051401010906,2005-11,-0.5667835858422289,False,,,,,0,0.0,-0.22777277748292346,-0.39727818166257617
051401010906,2005-12,-0.7213207536627142,False,,,,,0,0.0,-0.22777277748292346,-0.47454676557281883
051401010906,2006-01,-0.2179711213331336,False,,,,,0,0.0,-0.22777277748292346,-0.2228719494080285
051401010906,2006-02,-0.5723027704072461,False,,,,,0,0.0,-0.22777277748292346,-0.4000377739450848
051401010906,2006-03,0.6724573218229956,False,,,,,0,0.0,-0.22777277748292346,0.22234227217003605
051401010906,2006-04,-0.1296641682928563,False,,,,,0,0.0,-0.22777277748292346,-0.1787184728878899
051401010906,2006-05,-0.3614699200235842,False,,,,,0,0.0,-0.22777277748292346,-0.29462134875325385
051401010906,2006-06,0.0763853888011239,False,,,,,0,0.0,-0.22777277748292346,-0.07569369434089979
051401010906,2006-07,-0.6698083643892191,False,,,,,0,0.0,-0.22777277748292346,-0.4487905709360713
051401010906,2006-08,-0.5347723153651284,False,,,,,0,0.0,-0.22777277748292346,-0.3812725464240259
051401010906,2006-09,2.2215084564045267,False,,,,,0,0.0,-0.22777277748292346,0.9968678394608016
051401010906,2006-10,0.0138346303975943,False,,,,,0,0.0,-0.22777277748292346,-0.10696907354266458
051401010906,2006-11,-0.3835466582836535,False,,,,,0,0.0,-0.22777277748292346,-0.3056597178832885
051401010906,2006-12,-0.3725082891536189,False,,,,,0,0.0,-0.22777277748292346,-0.3001405333182712
051401010906,2007-01,0.1499745163346884,False,,,,,0,0.0,-0.22777277748292346,-0.038899130574117535
051401010906,2007-02,-0.2474067723465593,False,,,,,0,0.0,-0.22777277748292346,-0.23758977491474137
051401010906,2007-03,-0.601738421420672,False,,,,,0,0.0,-0.22777277748292346,-0.41475559945179774
051401010906,2007-04,-0.173817644812995,False,,,,,0,0.0,-0.22777277748292346,-0.20079521114795923
051401010906,2007-05,-0.558320836175869,False,,,,,0,0.0,-0.22777277748292346,-0.39304680682939624
051401010906,2007-06,-0.7652902573640189,False,,,,,0,0.0,-0.22777277748292346,-0.4965315174234712
051401010906,2007-07,-0.5491221952341735,False,,,,,0,0.0,-0.22777277748292346,-0.3884474863585485
051401010906,2007-08,-0.7511243503138078,False,,,,,0,0.0,-0.22777277748292346,-0.4894485638983656
051401010906,2007-09,-0.7663572997132555,False,,,,,0,0.0,-0.22777277748292346,-0.4970650385980895
051401010906,2007-10,0.9668138319572532,False,,,,,0,0.0,-0.22777277748292346,0.3695205272371649
051401010906,2007-11,-0.6815826247945893,False,,,,,0,0.0,-0.22777277748292346,-0.4546777011387564
051401010906,2007-12,1.044082415867496,False,,,,,0,0.0,-0.22777277748292346,0.40815481919228624
051401010906,2008-01,-0.5163750334817373,False,,,,,0,0.0,-0.22777277748292346,-0.3720739054823304
051401010906,2008-02,0.1978074492315052,False,,,,,0,0.0,-0.22777277748292346,-0.01498266412570913
051401010906,2008-03,2.54530061755221,False,,,,,0,0.0,-0.22777277748292346,1.1587639200346431
051401010906,2008-04,2.8838106042066056,False,,,,,0,0.0,-0.22777277748292346,1.328018913361841
051401010906,2008-05,0.0469497377876982,False,,,,,0,0.0,-0.22777277748292346,-0.09041151984761263
051401010906,2008-06,-0.7790882187765621,False,,,,,0,0.0,-0.22777277748292346,-0.5034304981297428
051401010906,2008-07,-0.6852620811712676,False,,,,,0,0.0,-0.22777277748292346,-0.45651742932709555
051401010906,2008-08,-0.769999961526167,False,,,,,0,0.0,-0.22777277748292346,-0.49888636950454524
051401010906,2008-09,-0.7860423913284841,False,,,,,0,0.0,-0.22777277748292346,-0.5069075844057038
051401010906,2008-10,-0.7459731113864582,False,,,,,0,0.0,-0.22777277748292346,-0.4868729444346908
051401010906,2008-11,-0.7573794261541607,False,,,,,0,0.0,-0.22777277748292346,-0.49257610181854206
051401010906,2008-12,-0.0597544971359701,False,,,,,1,0.6931471805599453,2.439593203590436,1.189919353227233
051401010906,2009-01,-0.4497768730638615,False,,,,,0,0.0,-0.22777277748292346,-0.3387748252733925
051401010906,2009-02,-0.2952397052433762,False,,,,,0,0.0,-0.22777277748292346,-0.2615062413631498
051401010906,2009-03,-0.7062349825183335,False,,,,,0,0.0,-0.22777277748292346,-0.4670038800006285
051401010906,2009-04,-0.357790463646906,False,,,,,0,0.0,-0.22777277748292346,-0.29278162056491475
051401010906,2009-05,0.8895452480470107,False,,,,,0,0.0,-0.22777277748292346,0.33088623528204364
051401010906,2009-06,-0.4608152421938961,False,,,,,0,0.0,-0.22777277748292346,-0.34429400983840974
051401010906,2009-07,0.1426156035813319,False,,,,,0,0.0,-0.22777277748292346,-0.04257858695079578
051401010906,2009-08,0.2198841874915746,False,,,,,2,1.0986122886681098,3.9999022782176485,2.1098932328546116
051401010906,2009-09,0.0322319122809853,False,,,,,0,0.0,-0.22777277748292346,-0.09777043260096908
051401010906,2009-10,0.3633829861820252,False,,,,,0,0.0,-0.22777277748292346,0.06780510434955087
051401010906,2009-11,-0.7187451341990394,False,,,,,0,0.0,-0.22777277748292346,-0.47325895584098143
051401010906,2009-12,-0.4343231562818129,False,,,,,0,0.0,-0.22777277748292346,-0.33104796688236815
051401010906,2010-01,-0.357790463646906,False,,,,,0,0.0,-0.22777277748292346,-0.29278162056491475
051401010906,2010-02,-0.452720438165204,False,,,,,0,0.0,-0.22777277748292346,-0.34024660782406374
051401010906,2010-03,-0.7054990912429978,False,,,,,0,0.0,-0.22777277748292346,-0.46663593436296064
051401010906,2010-04,-0.3872261146603317,False,,,,,0,0.0,-0.22777277748292346,-0.3074994460716276
051401010906,2010-05,1.5187322884589864,False,,,,,0,0.0,-0.22777277748292346,0.6454797554880315
051401010906,2010-06,-0.2547656850999159,False,,,,,0,0.0,-0.22777277748292346,-0.24126923129141967
051401010906,2010-07,-0.5057046099893704,False,,,,,0,0.0,-0.22777277748292346,-0.3667386937361469
051401010906,2010-08,-0.7459731113864582,False,,,,,0,0.0,-0.22777277748292346,-0.4868729444346908
051401010906,2010-09,-0.7165374603730325,False,,,,,0,0.0,-0.22777277748292346,-0.47215511892797796
051401010906,2010-10,-0.7393500899084374,False,,,,,0,0.0,-0.22777277748292346,-0.48356143369568044
051401010906,2010-11,-0.1554203629296038,False,,,,,0,0.0,-0.22777277748292346,-0.19159657020626364
051401010906,2010-12,-0.6992440154026448,False,,,,,0,0.0,-0.22777277748292346,-0.46350839644278413
051401010906,2011-01,-0.6492034086798211,False,,,,,0,0.0,-0.22777277748292346,-0.43848809308137227
051401010906,2011-02,0.2014869056081834,False,,,,,0,0.0,-0.22777277748292346,-0.013142935937370037
051401010906,2011-03,1.309003274988328,False,,,,,0,0.0,-0.22777277748292346,0.5406152487527023
051401010906,2011-04,1.275888167598224,False,,,,,0,0.0,-0.22777277748292346,0.5240576950576503
051401010906,2011-05,2.1221631342342144,False,,,,,0,0.0,-0.22777277748292346,0.9471951783756455
051401010906,2011-06,0.6135860197961441,False,,,,,0,0.0,-0.22777277748292346,0.19290662115661034
051401010906,2011-07,-0.5877564871892947,False,,,,,0,0.0,-0.22777277748292346,-0.4077646323361091
051401010906,2011-08,-0.7341988509810878,False,,,,,0,0.0,-0.22777277748292346,-0.48098581423200565
051401010906,2011-09,1.4488226173021004,False,,,,,0,0.0,-0.22777277748292346,0.6105249199095885
051401010906,2011-10,-0.599530747594665,False,,,,,0,0.0,-0.22777277748292346,-0.4136517625387942
051401010906,2011-11,-0.1112668864094652,False,,,,,0,0.0,-0.22777277748292346,-0.16951983194619433
051401010906,2011-12,-0.5388197173794744,False,,,,,0,0.0,-0.22777277748292346,-0.38329624743119894
051401010906,2012-01,-0.4490409817885258,False,,,,,0,0.0,-0.22777277748292346,-0.33840687963572463
051401010906,2012-02,-0.725736101314728,False,,,,,0,0.0,-0.22777277748292346,-0.4767544393988257
051401010906,2012-03,0.64302167080957,False,,,,,0,0.0,-0.22777277748292346,0.20762444666332325
051401010906,2012-04,-0.6974042872143057,False,,,,,0,0.0,-0.22777277748292346,-0.4625885323486146
051401010906,2012-05,0.6025476506661094,False,,,,,0,0.0,-0.22777277748292346,0.18738743659159296
051401010906,2012-06,-0.4240206784271139,False,,,,,0,0.0,-0.22777277748292346,-0.3258967279550187
051401010906,2012-07,-0.46523058984591,False,,,,,0,0.0,-0.22777277748292346,-0.3465016836644167
051401010906,2012-08,-0.7176412972860359,False,,,,,0,0.0,-0.22777277748292346,-0.47270703738447967
